Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Direct Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1),Zone Air Temperature(SPACE1-1),Zone Thermostat Heating Setpoint Temperature(SPACE1-1),Zone Thermostat Cooling Setpoint Temperature(SPACE1-1)
-12.3,67.0,6.1,0.0,0.0,13.40236,12.8,40.0
-12.425,67.75,5.85,0.0,0.0,15.368867,21.1,23.9
-12.55,68.5,5.6,0.0,0.0,16.883574,21.1,23.9
-12.675,69.25,5.35,0.0,0.0,17.602654,21.1,23.9
-12.8,70.0,5.1,205.5,0.0,18.223293,21.1,23.9
-12.675,69.25,5.225,295.75,11.0,19.08048,21.1,23.9
-12.55,68.5,5.35,386.0,11.0,19.835077,21.1,23.9
-12.425,67.75,5.475,385.25,11.0,20.668657,21.1,23.9
-12.3,67.0,5.6,384.5,11.0,21.085646,21.1,23.9
-12.15,66.0,5.6,383.75,11.0,21.09996,21.1,23.9
-12.0,65.0,5.6,383.0,11.0,21.100328,21.1,23.9
-11.85,64.0,5.6,415.25,11.0,21.100288,21.1,23.9
-11.7,63.0,5.6,447.5,11.0,21.100105,21.1,23.9
-11.425,62.25,6.0,479.75,11.0,21.099947,21.1,23.9
-11.15,61.5,6.4,512.0,11.0,21.099823,21.1,23.9
-10.875,60.75,6.8,548.5,11.0,21.199469,21.1,23.9
-10.6,60.0,7.2,585.0,11.0,21.455065,21.1,23.9
-10.6,57.25,7.45,621.5,8.8,21.746231,21.1,23.9
-10.6,54.5,7.7,658.0,8.8,22.193033,21.1,23.9
-10.6,51.75,7.95,683.0,8.8,22.611588,21.1,23.9
-10.6,49.0,8.2,708.0,8.8,23.052607,21.1,23.9
-10.325,47.75,8.075,733.0,4.4,23.561876,21.1,23.9
-10.05,46.5,7.95,758.0,4.4,23.880629,21.1,23.9
-9.775,45.25,7.825,726.25,4.4,23.90319,21.1,23.9
-9.5,44.0,7.7,694.5,4.4,24.094868,21.1,23.9
-9.5,44.0,7.7,662.75,8.8,24.507936,21.1,23.9
-9.5,44.0,7.7,631.0,8.8,24.846937,21.1,23.9
-9.5,44.0,7.7,629.0,8.8,25.152056,21.1,23.9
-9.5,44.0,7.7,627.0,8.8,25.478628,21.1,23.9
-9.5,43.5,7.7,625.0,11.0,25.842684,21.1,23.9
-9.5,43.0,7.7,623.0,11.0,26.194014,21.1,23.9
-9.5,42.5,7.7,586.5,11.0,26.426802,21.1,23.9
-9.5,42.0,7.7,550.0,11.0,26.5444,21.1,23.9
-9.5,42.0,7.3,513.5,11.0,26.558249,21.1,23.9
-9.5,42.0,6.9,477.0,11.0,26.542048,21.1,23.9
-9.5,42.0,6.5,417.75,11.0,26.39363,21.1,23.9
-9.5,42.0,6.1,358.5,11.0,26.10505,21.1,23.9
-9.775,43.75,5.975,299.25,11.0,25.636986,21.1,23.9
-10.05,45.5,5.85,240.0,11.0,25.07942,21.1,23.9
-10.325,47.25,5.725,181.5,11.0,24.303972,21.1,23.9
-10.6,49.0,5.6,123.0,11.0,23.558222,21.1,23.9
-10.875,51.0,5.475,0.0,11.0,22.53004,21.1,23.9
-11.15,53.0,5.35,0.0,11.0,21.799625,21.1,23.9
-11.425,55.0,5.225,0.0,11.0,21.163145,21.1,23.9
-11.7,57.0,5.1,0.0,11.0,21.100294,21.1,23.9
-11.85,58.5,5.1,0.0,5.5,21.006454,12.8,40.0
-12.0,60.0,5.1,0.0,5.5,20.700531,12.8,40.0
-12.15,61.5,5.1,0.0,5.5,20.379154,12.8,40.0
-12.3,63.0,5.1,0.0,5.5,20.095665,12.8,40.0
-12.425,64.75,5.35,0.0,1.1,19.602688,12.8,40.0
-12.55,66.5,5.6,0.0,1.1,19.032078,12.8,40.0
-12.675,68.25,5.85,0.0,1.1,18.635736,12.8,40.0
-12.8,70.0,6.1,0.0,1.1,18.25087,12.8,40.0
-12.8,71.75,5.975,0.0,1.1,17.788939,12.8,40.0
-12.8,73.5,5.85,0.0,1.1,17.378532,12.8,40.0
-12.8,75.25,5.725,0.0,1.1,17.019188,12.8,40.0
-12.8,77.0,5.6,0.0,1.1,16.700794,12.8,40.0
-12.95,78.25,5.35,0.0,0.0,16.31323,12.8,40.0
-13.1,79.5,5.1,0.0,0.0,15.946574,12.8,40.0
-13.25,80.75,4.85,0.0,0.0,15.644114,12.8,40.0
-13.4,82.0,4.6,0.0,0.0,15.372326,12.8,40.0
-13.525,79.0,4.6,0.0,0.0,15.169481,12.8,40.0
-13.65,76.0,4.6,0.0,0.0,15.012956,12.8,40.0
-13.775,73.0,4.6,0.0,0.0,14.87218,12.8,40.0
-13.9,70.0,4.6,0.0,0.0,14.742318,12.8,40.0
-13.9,69.0,4.725,0.0,0.0,14.625315,12.8,40.0
-13.9,68.0,4.85,0.0,0.0,14.520538,12.8,40.0
