Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Direct Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1),Zone Air Temperature(SPACE1-1),Zone Thermostat Heating Setpoint Temperature(SPACE1-1),Zone Thermostat Cooling Setpoint Temperature(SPACE1-1)
9.25,37.5,2.225,0.0,0.0,18.114248,12.8,40.0
9.5,37.0,2.35,0.0,0.0,18.01583,12.8,40.0
9.75,36.5,2.475,0.0,0.0,17.931253,12.8,40.0
10.0,36.0,2.6,0.0,0.0,17.856508,12.8,40.0
10.0,35.25,2.475,0.0,0.0,17.78487,12.8,40.0
10.0,34.5,2.35,0.0,0.0,17.715654,12.8,40.0
10.0,33.75,2.225,0.0,0.0,17.65101,12.8,40.0
10.0,33.0,2.1,0.0,0.0,17.591501,12.8,40.0
10.0,33.0,2.475,0.0,0.0,17.53407,12.8,40.0
10.0,33.0,2.85,0.0,0.0,17.479374,12.8,40.0
10.0,33.0,3.225,0.0,0.0,17.428183,12.8,40.0
10.0,33.0,3.6,0.0,0.0,17.380234,12.8,40.0
9.5,34.0,3.475,0.0,0.0,17.322454,12.8,40.0
9.0,35.0,3.35,0.0,0.0,17.278164,12.8,40.0
8.5,36.0,3.225,0.0,0.0,17.22727,12.8,40.0
8.0,37.0,3.1,0.0,0.0,17.168234,12.8,40.0
8.5,36.0,2.975,0.0,0.0,18.436953,21.1,23.9
9.0,35.0,2.85,182.0,0.0,19.10999,21.1,23.9
9.5,34.0,2.725,278.0,0.0,19.658056,21.1,23.9
10.0,33.0,2.6,374.0,0.0,19.968346,21.1,23.9
10.75,31.5,2.325,470.0,11.0,20.85114,21.1,23.9
11.5,30.0,2.05,566.0,11.0,21.095919,21.1,23.9
12.25,28.5,1.775,628.75,11.0,21.09988,21.1,23.9
13.0,27.0,1.5,691.5,11.0,21.235998,21.1,23.9
13.5,26.25,1.775,754.25,11.0,21.863617,21.1,23.9
14.0,25.5,2.05,817.0,11.0,22.436045,21.1,23.9
14.5,24.75,2.325,801.5,11.0,23.056528,21.1,23.9
15.0,24.0,2.6,786.0,11.0,23.753044,21.1,23.9
15.75,23.25,2.475,770.5,11.0,23.892303,21.1,23.9
16.5,22.5,2.35,755.0,11.0,23.898767,21.1,23.9
17.25,21.75,2.225,798.0,11.0,23.899336,21.1,23.9
18.0,21.0,2.1,841.0,11.0,24.201418,21.1,23.9
19.25,19.0,2.225,884.0,8.8,25.569096,21.1,23.9
20.5,17.0,2.35,927.0,8.8,26.50138,21.1,23.9
21.75,15.0,2.475,881.5,8.8,27.318499,21.1,23.9
23.0,13.0,2.6,836.0,8.8,28.271084,21.1,23.9
23.75,12.0,2.725,790.5,4.4,28.657991,21.1,23.9
24.5,11.0,2.85,745.0,4.4,29.339622,21.1,23.9
25.25,10.0,2.975,751.75,4.4,29.906557,21.1,23.9
26.0,9.0,3.1,758.5,4.4,30.707129,21.1,23.9
26.5,8.75,3.1,765.25,8.8,31.528477,21.1,23.9
27.0,8.5,3.1,772.0,8.8,32.32449,21.1,23.9
27.5,8.25,3.1,772.5,8.8,33.112114,21.1,23.9
28.0,8.0,3.1,773.0,8.8,33.892338,21.1,23.9
28.0,8.0,3.1,773.5,11.0,34.621014,21.1,23.9
28.0,8.0,3.1,774.0,11.0,35.342266,21.1,23.9
28.0,8.0,3.1,761.0,11.0,36.015007,21.1,23.9
28.0,8.0,3.1,748.0,11.0,36.668015,21.1,23.9
28.25,7.25,2.85,735.0,11.0,37.186916,21.1,23.9
28.5,6.5,2.6,722.0,11.0,37.828712,21.1,23.9
28.75,5.75,2.35,709.5,11.0,38.538742,21.1,23.9
29.0,5.0,2.1,697.0,11.0,39.155426,21.1,23.9
29.0,5.0,2.1,684.5,11.0,39.522057,21.1,23.9
29.0,5.0,2.1,672.0,11.0,40.02269,21.1,23.9
29.0,5.0,2.1,584.5,11.0,40.164406,21.1,23.9
29.0,5.0,2.1,497.0,11.0,40.05349,21.1,23.9
28.0,5.75,2.225,409.5,11.0,39.664597,21.1,23.9
27.0,6.5,2.35,322.0,11.0,38.979195,21.1,23.9
26.0,7.25,2.475,241.5,11.0,38.053886,21.1,23.9
25.0,8.0,2.6,0.0,11.0,36.44194,21.1,23.9
24.75,8.5,2.725,0.0,5.5,36.448036,12.8,40.0
24.5,9.0,2.85,0.0,5.5,35.82102,12.8,40.0
24.25,9.5,2.975,0.0,5.5,35.316486,12.8,40.0
24.0,10.0,3.1,0.0,5.5,34.84808,12.8,40.0
22.5,11.25,2.7,0.0,1.1,34.26282,12.8,40.0
21.0,12.5,2.3,0.0,1.1,33.651432,12.8,40.0
19.5,13.75,1.9,0.0,1.1,33.100594,12.8,40.0
18.0,15.0,1.5,0.0,1.1,31.463022,12.8,40.0
17.5,15.5,1.65,0.0,1.1,29.732964,12.8,40.0
17.0,16.0,1.8,0.0,1.1,28.749037,12.8,40.0
16.5,16.5,1.95,0.0,1.1,27.847744,12.8,40.0
16.0,17.0,2.1,0.0,1.1,26.826097,12.8,40.0
15.675,17.75,2.15,0.0,0.0,26.234053,12.8,40.0
15.35,18.5,2.2,0.0,0.0,25.398127,12.8,40.0
15.025,19.25,2.25,0.0,0.0,24.774143,12.8,40.0
14.7,20.0,2.3,0.0,0.0,24.364851,12.8,40.0
14.375,19.5,2.35,0.0,0.0,23.69498,12.8,40.0
14.05,19.0,2.4,0.0,0.0,23.225634,12.8,40.0
13.725,18.5,2.45,0.0,0.0,22.781496,12.8,40.0
13.4,18.0,2.5,0.0,0.0,22.366951,12.8,40.0
13.075,17.0,2.55,0.0,0.0,22.008905,12.8,40.0
12.75,16.0,2.6,0.0,0.0,21.688051,12.8,40.0
12.425,15.0,2.65,0.0,0.0,21.373007,12.8,40.0
12.1,14.0,2.7,0.0,0.0,21.073626,12.8,40.0
11.8,35.5,2.775,0.0,0.0,20.789072,12.8,40.0
11.5,57.0,2.85,0.0,0.0,20.51842,12.8,40.0
11.2,78.5,2.925,0.0,0.0,20.260263,12.8,40.0
10.9,100.0,3.0,0.0,0.0,20.013414,12.8,40.0
10.575,100.0,3.05,0.0,0.0,19.77658,12.8,40.0
10.25,100.0,3.1,0.0,0.0,19.549074,12.8,40.0
9.925,100.0,3.15,0.0,0.0,19.330502,12.8,40.0
9.6,100.0,3.2,0.0,0.0,19.120338,12.8,40.0
9.275,94.0,3.25,0.0,0.0,18.918736,12.8,40.0
8.95,88.0,3.3,0.0,0.0,18.7253,12.8,40.0
8.625,82.0,3.35,0.0,0.0,18.53929,12.8,40.0
8.3,76.0,3.4,0.0,0.0,18.360893,12.8,40.0
7.975,74.5,3.45,0.0,0.0,18.190002,12.8,40.0
7.65,73.0,3.5,0.0,0.0,18.027554,12.8,40.0
7.325,71.5,3.55,0.0,0.0,17.884327,12.8,40.0
7.0,70.0,3.6,0.0,0.0,17.749235,12.8,40.0
6.5,72.75,3.475,0.0,0.0,17.615696,12.8,40.0
6.0,75.5,3.35,0.0,0.0,17.48448,12.8,40.0
5.5,78.25,3.225,0.0,0.0,17.35862,12.8,40.0
5.0,81.0,3.1,0.0,0.0,17.242586,12.8,40.0
5.0,81.0,3.225,0.0,0.0,17.14424,12.8,40.0
5.0,81.0,3.35,0.0,0.0,17.063604,12.8,40.0
5.0,81.0,3.475,0.0,0.0,16.990246,12.8,40.0
5.0,81.0,3.6,0.0,0.0,16.923897,12.8,40.0
5.0,81.0,3.6,0.0,0.0,16.810886,12.8,40.0
5.0,81.0,3.6,0.0,0.0,16.750391,12.8,40.0
5.0,81.0,3.6,0.0,0.0,16.70475,12.8,40.0
5.0,81.0,3.6,0.0,0.0,16.657108,12.8,40.0
5.0,81.0,3.6,0.0,0.0,17.912344,21.1,23.9
5.0,81.0,3.6,191.0,0.0,18.548517,21.1,23.9
5.0,81.0,3.6,313.5,0.0,18.976646,21.1,23.9
5.0,81.0,3.6,436.0,0.0,19.294506,21.1,23.9
6.0,76.0,3.6,558.5,11.0,20.231598,21.1,23.9
7.0,71.0,3.6,681.0,11.0,20.912497,21.1,23.9
8.0,66.0,3.6,722.25,11.0,21.096413,21.1,23.9
9.0,61.0,3.6,763.5,11.0,21.099913,21.1,23.9
9.5,58.25,3.6,804.75,11.0,21.208292,21.1,23.9
10.0,55.5,3.6,846.0,11.0,21.546427,21.1,23.9
10.5,52.75,3.6,861.25,11.0,21.961967,21.1,23.9
11.0,50.0,3.6,876.5,11.0,22.401512,21.1,23.9
11.5,47.0,3.475,891.75,11.0,22.99276,21.1,23.9
12.0,44.0,3.35,907.0,11.0,23.499996,21.1,23.9
12.5,41.0,3.225,927.75,11.0,23.879261,21.1,23.9
13.0,38.0,3.1,948.5,11.0,23.89782,21.1,23.9
13.25,38.0,2.975,969.25,8.8,23.89925,21.1,23.9
13.5,38.0,2.85,990.0,8.8,23.898985,21.1,23.9
13.75,38.0,2.725,985.75,8.8,23.89903,21.1,23.9
14.0,38.0,2.6,981.5,8.8,23.899324,21.1,23.9
14.25,36.75,2.2,977.25,4.4,23.899513,21.1,23.9
14.5,35.5,1.8,973.0,4.4,23.8997,21.1,23.9
14.75,34.25,1.4,941.0,4.4,23.899729,21.1,23.9
15.0,33.0,1.0,909.0,4.4,24.060585,21.1,23.9
15.25,32.5,1.0,877.0,8.8,24.48148,21.1,23.9
15.5,32.0,1.0,845.0,8.8,24.952333,21.1,23.9
15.75,31.5,1.0,864.25,8.8,25.364382,21.1,23.9
16.0,31.0,1.0,883.5,8.8,25.820255,21.1,23.9
15.75,30.75,1.125,902.75,11.0,26.325249,21.1,23.9
15.5,30.5,1.25,922.0,11.0,26.83016,21.1,23.9
15.25,30.25,1.375,921.5,11.0,27.335775,21.1,23.9
15.0,30.0,1.5,921.0,11.0,27.85059,21.1,23.9
15.25,29.0,1.65,920.5,11.0,28.337505,21.1,23.9
15.5,28.0,1.8,920.0,11.0,28.882998,21.1,23.9
15.75,27.0,1.95,830.75,11.0,29.225315,21.1,23.9
16.0,26.0,2.1,741.5,11.0,29.387716,21.1,23.9
15.75,26.5,3.0,652.25,11.0,29.304888,21.1,23.9
15.5,27.0,3.9,563.0,11.0,29.102125,21.1,23.9
15.25,27.5,4.8,492.0,11.0,28.817684,21.1,23.9
15.0,28.0,5.7,421.0,11.0,28.453226,21.1,23.9
14.75,29.0,5.3,350.0,11.0,27.907642,21.1,23.9
14.5,30.0,4.9,279.0,11.0,27.30042,21.1,23.9
14.25,31.0,4.5,209.25,11.0,26.479425,21.1,23.9
14.0,32.0,4.1,0.0,11.0,25.217285,21.1,23.9
13.75,33.5,3.85,0.0,5.5,25.221363,12.8,40.0
13.5,35.0,3.6,0.0,5.5,25.268412,12.8,40.0
13.25,36.5,3.35,0.0,5.5,24.932877,12.8,40.0
13.0,38.0,3.1,0.0,5.5,24.479467,12.8,40.0
12.75,38.5,3.1,0.0,1.1,23.982773,12.8,40.0
12.5,39.0,3.1,0.0,1.1,23.465975,12.8,40.0
12.25,39.5,3.1,0.0,1.1,23.006557,12.8,40.0
12.0,40.0,3.1,0.0,1.1,22.590763,12.8,40.0
11.75,41.75,3.225,0.0,1.1,22.023472,12.8,40.0
11.5,43.5,3.35,0.0,1.1,21.57007,12.8,40.0
11.25,45.25,3.475,0.0,1.1,21.241869,12.8,40.0
11.0,47.0,3.6,0.0,1.1,20.916632,12.8,40.0
10.75,47.75,3.35,0.0,0.0,20.553305,12.8,40.0
10.5,48.5,3.1,0.0,0.0,20.21077,12.8,40.0
10.25,49.25,2.85,0.0,0.0,19.911705,12.8,40.0
10.0,50.0,2.6,0.0,0.0,19.636848,12.8,40.0
9.5,51.75,2.85,0.0,0.0,19.36784,12.8,40.0
9.0,53.5,3.1,0.0,0.0,19.105986,12.8,40.0
8.5,55.25,3.35,0.0,0.0,18.85634,12.8,40.0
8.0,57.0,3.6,0.0,0.0,18.617842,12.8,40.0
8.25,56.0,3.075,0.0,0.0,18.425304,12.8,40.0
8.5,55.0,2.55,0.0,0.0,18.283941,12.8,40.0
8.75,54.0,2.025,0.0,0.0,18.166306,12.8,40.0
9.0,53.0,1.5,0.0,0.0,18.061934,12.8,40.0
9.0,53.0,1.65,0.0,0.0,18.14389,12.8,40.0
9.0,53.0,1.8,0.0,0.0,18.190079,12.8,40.0
9.0,53.0,1.95,0.0,0.0,18.172096,12.8,40.0
9.0,53.0,2.1,0.0,0.0,18.13186,12.8,40.0
8.75,54.0,1.7,0.0,0.0,18.088228,12.8,40.0
8.5,55.0,1.3,0.0,0.0,18.044298,12.8,40.0
8.25,56.0,0.9,0.0,0.0,17.998705,12.8,40.0
8.0,57.0,0.5,0.0,0.0,17.951244,12.8,40.0
7.75,58.0,0.75,0.0,0.0,17.896471,12.8,40.0
7.5,59.0,1.0,0.0,0.0,17.835606,12.8,40.0
7.25,60.0,1.25,0.0,0.0,17.77268,12.8,40.0
7.0,61.0,1.5,0.0,0.0,17.7079,12.8,40.0
6.5,61.75,1.375,0.0,0.0,17.63763,12.8,40.0
6.0,62.5,1.25,0.0,0.0,17.56269,12.8,40.0
5.5,63.25,1.125,0.0,0.0,17.485252,12.8,40.0
5.0,64.0,1.0,0.0,0.0,17.40665,12.8,40.0
5.25,64.25,1.275,0.0,0.0,17.341698,12.8,40.0
5.5,64.5,1.55,0.0,0.0,17.290606,12.8,40.0
5.75,64.75,1.825,0.0,0.0,17.247541,12.8,40.0
6.0,65.0,2.1,0.0,0.0,17.210241,12.8,40.0
6.5,63.0,2.475,0.0,0.0,17.183226,12.8,40.0
7.0,61.0,2.85,0.0,0.0,17.167229,12.8,40.0
7.5,59.0,3.225,0.0,0.0,17.158175,12.8,40.0
8.0,57.0,3.6,0.0,0.0,17.155205,12.8,40.0
7.25,60.25,3.35,0.0,0.0,17.136919,12.8,40.0
6.5,63.5,3.1,0.0,0.0,17.09714,12.8,40.0
5.75,66.75,2.85,0.0,0.0,17.054338,12.8,40.0
5.0,70.0,2.6,0.0,0.0,17.003912,12.8,40.0
5.75,61.0,2.975,0.0,0.0,18.037497,21.1,23.9
6.5,52.0,3.35,214.0,0.0,18.771921,21.1,23.9
7.25,43.0,3.725,337.5,0.0,19.332378,21.1,23.9
8.0,34.0,4.1,461.0,0.0,19.801224,21.1,23.9
8.5,37.0,4.225,584.5,0.0,20.255184,21.1,23.9
9.0,40.0,4.35,708.0,0.0,20.706324,21.1,23.9
9.5,43.0,4.475,745.5,0.0,21.095715,21.1,23.9
10.0,46.0,4.6,783.0,0.0,21.099974,21.1,23.9
10.25,43.5,5.0,820.5,0.0,21.100039,21.1,23.9
10.5,41.0,5.4,858.0,0.0,21.100048,21.1,23.9
10.75,38.5,5.8,886.5,0.0,21.10006,21.1,23.9
11.0,36.0,6.2,915.0,0.0,21.100023,21.1,23.9
11.25,35.5,6.2,943.5,0.0,21.099987,21.1,23.9
11.5,35.0,6.2,972.0,0.0,21.229395,21.1,23.9
11.75,34.5,6.2,975.5,0.0,21.438965,21.1,23.9
12.0,34.0,6.2,979.0,0.0,21.668848,21.1,23.9
12.25,34.25,6.825,982.5,0.0,21.88774,21.1,23.9
12.5,34.5,7.45,986.0,0.0,22.094095,21.1,23.9
12.75,34.75,8.075,982.0,0.0,22.254707,21.1,23.9
13.0,35.0,8.7,978.0,0.0,22.497694,21.1,23.9
13.25,33.0,8.325,974.0,0.0,22.705645,21.1,23.9
13.5,31.0,7.95,970.0,0.0,22.902473,21.1,23.9
13.75,29.0,7.575,970.5,0.0,23.29139,21.1,23.9
14.0,27.0,7.2,971.0,0.0,23.77289,21.1,23.9
14.0,27.75,7.075,971.5,0.0,24.330397,12.8,32.2
14.0,28.5,6.95,972.0,0.0,24.960083,12.8,32.2
14.0,29.25,6.825,943.75,0.0,25.64766,12.8,32.2
14.0,30.0,6.7,915.5,0.0,26.386955,12.8,32.2
14.25,29.5,6.575,887.25,0.0,27.168625,12.8,32.2
14.5,29.0,6.45,859.0,0.0,27.999866,12.8,32.2
14.75,28.5,6.325,727.75,0.0,28.6439,12.8,32.2
15.0,28.0,6.2,596.5,0.0,28.941637,12.8,32.2
15.0,27.5,5.675,465.25,0.0,29.211884,12.8,32.2
15.0,27.0,5.15,334.0,0.0,29.071703,12.8,32.2
15.0,26.5,4.625,407.25,0.0,29.27628,12.8,32.2
15.0,26.0,4.1,480.5,0.0,29.890474,12.8,32.2
14.5,26.75,5.0,553.75,0.0,30.758919,12.8,32.2
14.0,27.5,5.9,627.0,0.0,31.60813,12.8,32.2
13.5,28.25,6.8,549.5,0.0,32.01018,12.8,32.2
13.0,29.0,7.7,472.0,0.0,31.995146,12.8,32.2
12.75,29.5,7.7,394.5,0.0,31.707415,12.8,32.2
12.5,30.0,7.7,317.0,0.0,31.119957,12.8,32.2
12.25,30.5,7.7,237.75,0.0,30.172117,12.8,32.2
12.0,31.0,7.7,0.0,0.0,28.306353,12.8,32.2
11.75,32.25,7.325,0.0,0.0,27.050404,12.8,32.2
11.5,33.5,6.95,0.0,0.0,25.917336,12.8,32.2
11.25,34.75,6.575,0.0,0.0,25.020117,12.8,32.2
11.0,36.0,6.2,0.0,0.0,23.981924,12.8,32.2
10.75,36.75,5.8,0.0,0.0,23.442543,12.8,32.2
10.5,37.5,5.4,0.0,0.0,22.690908,12.8,32.2
10.25,38.25,5.0,0.0,0.0,22.316587,12.8,32.2
10.0,39.0,4.6,0.0,0.0,21.717138,12.8,32.2
10.0,39.0,4.875,0.0,0.0,21.332952,12.8,32.2
10.0,39.0,5.15,0.0,0.0,20.979998,12.8,32.2
10.0,39.0,5.425,0.0,0.0,20.694225,12.8,32.2
10.0,39.0,5.7,0.0,0.0,20.455013,12.8,32.2
10.0,38.25,5.55,0.0,0.0,20.240019,12.8,32.2
10.0,37.5,5.4,0.0,0.0,20.043423,12.8,32.2
10.0,36.75,5.25,0.0,0.0,19.864735,12.8,32.2
10.0,36.0,5.1,0.0,0.0,19.702785,12.8,32.2
10.0,36.0,6.0,0.0,0.0,19.547552,12.8,32.2
10.0,36.0,6.9,0.0,0.0,19.399017,12.8,32.2
10.0,36.0,7.8,0.0,0.0,19.258955,12.8,32.2
10.0,36.0,8.7,0.0,0.0,19.12745,12.8,32.2
9.5,38.0,7.8,0.0,0.0,18.999607,12.8,32.2
9.0,40.0,6.9,0.0,0.0,18.873667,12.8,32.2
8.5,42.0,6.0,0.0,0.0,18.748312,12.8,32.2
8.0,44.0,5.1,0.0,0.0,18.625187,12.8,32.2
8.0,44.0,5.1,0.0,0.0,18.514837,12.8,40.0
8.0,44.0,5.1,0.0,0.0,18.415564,12.8,40.0
8.0,44.0,5.1,0.0,0.0,18.323582,12.8,40.0
8.0,44.0,5.1,0.0,0.0,18.23724,12.8,40.0
8.0,44.0,4.35,0.0,0.0,18.162167,12.8,40.0
8.0,44.0,3.6,0.0,0.0,18.097212,12.8,40.0
8.0,44.0,2.85,0.0,0.0,18.039719,12.8,40.0
8.0,44.0,2.1,0.0,0.0,17.988434,12.8,40.0
7.75,45.0,2.1,0.0,0.0,17.928183,12.8,40.0
7.5,46.0,2.1,0.0,0.0,17.860668,12.8,40.0
7.25,47.0,2.1,0.0,0.0,17.792452,12.8,40.0
7.0,48.0,2.1,0.0,0.0,17.724579,12.8,40.0
7.0,48.0,2.225,0.0,0.0,17.662727,12.8,40.0
7.0,48.0,2.35,0.0,0.0,17.60635,12.8,40.0
7.0,48.0,2.475,0.0,0.0,17.553463,12.8,40.0
7.0,48.0,2.6,0.0,0.0,17.503302,12.8,40.0
7.0,47.0,2.6,0.0,0.0,17.456873,12.8,40.0
7.0,46.0,2.6,0.0,0.0,17.414042,12.8,40.0
7.0,45.0,2.6,0.0,0.0,17.373991,12.8,40.0
7.0,44.0,2.6,0.0,0.0,17.336754,12.8,40.0
7.0,45.0,2.85,0.0,0.0,17.302982,12.8,40.0
7.0,46.0,3.1,0.0,0.0,17.267117,12.8,40.0
7.0,47.0,3.35,0.0,0.0,17.234005,12.8,40.0
7.0,48.0,3.6,0.0,0.0,17.202835,12.8,40.0
6.75,48.75,3.075,0.0,0.0,17.172838,12.8,40.0
6.5,49.5,2.55,0.0,0.0,17.142668,12.8,40.0
6.25,50.25,2.025,0.0,0.0,17.114027,12.8,40.0
6.0,51.0,1.5,0.0,0.0,17.086407,12.8,40.0
6.25,51.25,1.775,0.0,0.0,18.13155,21.1,23.9
6.5,51.5,2.05,259.0,0.0,18.87079,21.1,23.9
6.75,51.75,2.325,382.0,0.0,19.400892,21.1,23.9
7.0,52.0,2.6,505.0,0.0,19.835348,21.1,23.9
7.75,48.75,2.475,628.0,0.0,20.281454,21.1,23.9
8.5,45.5,2.35,751.0,0.0,20.735636,21.1,23.9
9.25,42.25,2.225,780.5,0.0,21.096071,21.1,23.9
10.0,39.0,2.1,810.0,0.0,21.099962,21.1,23.9
10.5,38.5,2.6,839.5,0.0,21.099987,21.1,23.9
11.0,38.0,3.1,869.0,0.0,21.099983,21.1,23.9
11.5,37.5,3.6,881.5,0.0,21.099981,21.1,23.9
12.0,37.0,4.1,894.0,0.0,21.099998,21.1,23.9
12.5,35.25,4.5,906.5,0.0,21.179825,21.1,23.9
13.0,33.5,4.9,919.0,0.0,21.383553,21.1,23.9
13.5,31.75,5.3,891.25,0.0,21.656588,21.1,23.9
14.0,30.0,5.7,863.5,0.0,21.949202,21.1,23.9
14.25,29.5,5.425,835.75,0.0,22.239235,21.1,23.9
14.5,29.0,5.15,808.0,0.0,22.516668,21.1,23.9
14.75,28.5,4.875,857.25,0.0,22.734562,21.1,23.9
15.0,28.0,4.6,906.5,0.0,23.057112,21.1,23.9
15.0,28.0,5.5,955.75,0.0,23.290434,21.1,23.9
15.0,28.0,6.4,1005.0,0.0,23.519045,21.1,23.9
15.0,28.0,7.3,1009.0,0.0,23.819004,21.1,23.9
15.0,28.0,8.2,1013.0,0.0,23.898712,21.1,23.9
15.25,27.5,7.575,1017.0,0.0,24.638529,12.8,32.2
15.5,27.0,6.95,1021.0,0.0,25.3835,12.8,32.2
15.75,26.5,6.325,928.0,0.0,26.249626,12.8,32.2
16.0,26.0,5.7,835.0,0.0,26.973366,12.8,32.2
16.25,26.25,6.6,742.0,0.0,27.644278,12.8,32.2
16.5,26.5,7.5,649.0,0.0,28.10468,12.8,32.2
16.75,26.75,8.4,716.25,0.0,28.849552,12.8,32.2
17.0,27.0,9.3,783.5,0.0,29.751345,12.8,32.2
17.0,27.0,9.3,850.75,0.0,30.867085,12.8,32.2
17.0,27.0,9.3,918.0,0.0,31.966179,12.8,32.2
17.0,27.0,9.3,912.25,0.0,32.197872,12.8,32.2
17.0,27.0,9.3,906.5,0.0,32.20003,12.8,32.2
16.75,26.75,8.525,900.75,0.0,32.199974,12.8,32.2
16.5,26.5,7.75,895.0,0.0,32.19993,12.8,32.2
16.25,26.25,6.975,786.5,0.0,32.19992,12.8,32.2
16.0,26.0,6.2,678.0,0.0,32.19983,12.8,32.2
15.75,26.5,5.925,569.5,0.0,32.199883,12.8,32.2
15.5,27.0,5.65,461.0,0.0,32.199947,12.8,32.2
15.25,27.5,5.375,345.75,0.0,31.792894,12.8,32.2
15.0,28.0,5.1,0.0,0.0,30.007288,12.8,32.2
14.75,28.5,5.25,0.0,0.0,28.47981,12.8,32.2
14.5,29.0,5.4,0.0,0.0,27.40708,12.8,32.2
14.25,29.5,5.55,0.0,0.0,26.47058,12.8,32.2
14.0,30.0,5.7,0.0,0.0,25.373173,12.8,32.2
13.75,31.25,5.825,0.0,0.0,24.781868,12.8,32.2
13.5,32.5,5.95,0.0,0.0,23.96026,12.8,32.2
13.25,33.75,6.075,0.0,0.0,23.382774,12.8,32.2
13.0,35.0,6.2,0.0,0.0,23.02613,12.8,32.2
12.75,35.5,5.3,0.0,0.0,22.445744,12.8,32.2
12.5,36.0,4.4,0.0,0.0,22.070911,12.8,32.2
12.25,36.5,3.5,0.0,0.0,21.733381,12.8,32.2
12.0,37.0,2.6,0.0,0.0,21.433075,12.8,32.2
12.0,37.0,2.725,0.0,0.0,21.163527,12.8,32.2
12.0,37.0,2.85,0.0,0.0,20.924833,12.8,32.2
12.0,37.0,2.975,0.0,0.0,20.711525,12.8,32.2
12.0,37.0,3.1,0.0,0.0,20.54194,12.8,32.2
11.75,37.5,2.7,0.0,0.0,20.38399,12.8,32.2
11.5,38.0,2.3,0.0,0.0,20.22928,12.8,32.2
11.25,38.5,1.9,0.0,0.0,20.081026,12.8,32.2
11.0,39.0,1.5,0.0,0.0,19.940948,12.8,32.2
11.0,39.0,1.775,0.0,0.0,19.811686,12.8,32.2
11.0,39.0,2.05,0.0,0.0,19.692005,12.8,32.2
11.0,39.0,2.325,0.0,0.0,19.580265,12.8,32.2
11.0,39.0,2.6,0.0,0.0,19.47549,12.8,32.2
11.25,38.5,2.85,0.0,0.0,19.164637,12.8,40.0
11.5,38.0,3.1,0.0,0.0,18.87968,12.8,40.0
11.75,37.5,3.35,0.0,0.0,18.713911,12.8,40.0
12.0,37.0,3.6,0.0,0.0,18.607473,12.8,40.0
11.75,37.5,3.725,0.0,0.0,18.495228,12.8,40.0
11.5,38.0,3.85,0.0,0.0,18.373243,12.8,40.0
11.25,38.5,3.975,0.0,0.0,18.252855,12.8,40.0
11.0,39.0,4.1,0.0,0.0,18.138178,12.8,40.0
11.0,39.0,3.725,0.0,0.0,18.040323,12.8,40.0
11.0,39.0,3.35,0.0,0.0,17.956675,12.8,40.0
11.0,39.0,2.975,0.0,0.0,17.882105,12.8,40.0
11.0,39.0,2.6,0.0,0.0,17.814701,12.8,40.0
10.75,40.75,2.325,0.0,0.0,17.746641,12.8,40.0
10.5,42.5,2.05,0.0,0.0,17.67786,12.8,40.0
10.25,44.25,1.775,0.0,0.0,17.611544,12.8,40.0
10.0,46.0,1.5,0.0,0.0,17.548758,12.8,40.0
9.75,46.75,1.375,0.0,0.0,17.487026,12.8,40.0
9.5,47.5,1.25,0.0,0.0,17.425917,12.8,40.0
9.25,48.25,1.125,0.0,0.0,17.366337,12.8,40.0
9.0,49.0,1.0,0.0,0.0,17.310656,12.8,40.0
8.5,52.0,1.525,0.0,0.0,17.249382,12.8,40.0
8.0,55.0,2.05,0.0,0.0,17.182734,12.8,40.0
7.5,58.0,2.575,0.0,0.0,17.112934,12.8,40.0
7.0,61.0,3.1,0.0,0.0,17.042183,12.8,40.0
7.25,60.0,3.225,0.0,0.0,16.957478,12.8,40.0
7.5,59.0,3.35,0.0,0.0,16.93494,12.8,40.0
7.75,58.0,3.475,0.0,0.0,16.924105,12.8,40.0
8.0,57.0,3.6,0.0,0.0,16.909586,12.8,40.0
7.75,60.25,2.7,0.0,0.0,18.187714,21.1,23.9
7.5,63.5,1.8,0.0,0.0,18.815523,21.1,23.9
7.25,66.75,0.9,0.0,0.0,19.200024,21.1,23.9
7.0,70.0,0.0,0.0,0.0,19.6406,21.1,23.9
7.5,66.75,0.375,0.0,11.0,20.426105,21.1,23.9
8.0,63.5,0.75,0.0,11.0,20.946089,21.1,23.9
8.5,60.25,1.125,0.0,11.0,21.08695,21.1,23.9
9.0,57.0,1.5,0.0,11.0,21.099424,21.1,23.9
9.75,54.5,1.5,0.0,11.0,21.0999,21.1,23.9
10.5,52.0,1.5,0.0,11.0,21.13867,21.1,23.9
11.25,49.5,1.5,0.0,11.0,21.33394,21.1,23.9
12.0,47.0,1.5,0.0,11.0,21.582666,21.1,23.9
12.25,46.25,2.025,0.0,11.0,21.891226,21.1,23.9
12.5,45.5,2.55,0.0,11.0,22.149979,21.1,23.9
12.75,44.75,3.075,0.0,11.0,22.368746,21.1,23.9
13.0,44.0,3.6,0.0,11.0,22.596087,21.1,23.9
13.25,41.75,3.85,0.0,8.8,22.776215,21.1,23.9
13.5,39.5,4.1,0.0,8.8,22.974014,21.1,23.9
